Wall time,Step,Value
1732606663.1334305,173,0.029999999329447746
1732606692.472216,245,0.03999999910593033
1732606698.5671213,260,0.05000000074505806
1732606783.4168801,466,0.03999999910593033
1732606803.5725737,511,0.05000000074505806
1732606821.1537812,557,0.05000000074505806
1732606866.3735535,659,0.029999999329447746
1732606927.8469553,805,0.029999999329447746
1732607043.9463341,1027,0.05000000074505806
1732607091.6383178,1133,0.09000000357627869
1732607114.2936232,1185,0.07999999821186066
1732607153.6892853,1272,0.019999999552965164
1732607218.9001844,1418,0.05000000074505806
1732607237.5646093,1459,0.07000000029802322
1732607254.2763314,1495,0.05999999865889549
1732607261.4976108,1511,0.09000000357627869
1732607277.779906,1549,0.07999999821186066
1732607285.6769488,1566,0.07999999821186066
1732607451.1490562,1941,0.07999999821186066
1732607460.3187184,1961,0.05000000074505806
1732607723.4298759,2504,0.07999999821186066
1732607754.1629105,2578,0.07000000029802322
1732607802.9107287,2694,0.10000000149011612
1732607809.079307,2709,0.07999999821186066
1732607812.9921954,2718,0.05999999865889549
1732607992.1866105,3084,0.05000000074505806
1732608059.9337554,3242,0.05000000074505806
1732608070.2837892,3266,0.07000000029802322
1732608198.257547,3567,0.05999999865889549
1732608212.2541487,3601,0.029999999329447746
1732608234.2482371,3655,0.03999999910593033
1732608240.372507,3669,0.03999999910593033
1732608342.3463078,3916,0.07000000029802322
1732608421.3876557,4024,0.07999999821186066
1732608458.64137,4110,0.09000000357627869
1732608463.136686,4122,0.09000000357627869
1732608489.9038343,4182,0.11999999731779099
1732608508.6171548,4228,0.09000000357627869
1732608552.8952448,4329,0.07000000029802322
1732608657.197487,4565,0.03999999910593033
1732608773.3793843,4833,0.10000000149011612
1732608914.141598,5091,0.05999999865889549
1732608936.2064912,5137,0.10000000149011612
1732608959.222122,5188,0.07999999821186066
1732608964.7608793,5201,0.07999999821186066
1732608991.5532465,5263,0.05999999865889549
1732609007.4924316,5296,0.07999999821186066
1732609036.9675121,5363,0.05999999865889549
1732609077.3053136,5455,0.07999999821186066
1732609171.0420487,5668,0.10999999940395355
1732609246.9209309,5833,0.10000000149011612
1732609263.7173643,5867,0.05999999865889549
1732609269.7455194,5880,0.07000000029802322
1732609314.6500733,5982,0.09000000357627869
1732609347.510063,5998,0.10000000149011612
1732609373.3491235,6054,0.10000000149011612
1732609414.5345304,6139,0.009999999776482582
1732609455.1443806,6226,0.05999999865889549
1732609478.9745991,6280,0.07999999821186066
1732609502.716008,6335,0.07999999821186066
1732609518.1630287,6370,0.03999999910593033
1732609603.5910966,6570,0.03999999910593033
1732609675.5731294,6731,0.07000000029802322
1732609684.7462351,6751,0.05999999865889549
1732609728.6536248,6851,0.05999999865889549
1732609759.7688668,6920,0.09000000357627869
1732609824.2250457,6992,0.10000000149011612
1732609856.5740738,7055,0.09000000357627869
1732609952.5564973,7254,0.029999999329447746
1732610034.3839996,7437,0.03999999910593033
1732610046.4646566,7465,0.05999999865889549
1732610125.916237,7645,0.05999999865889549
1732610165.1193273,7731,0.029999999329447746
1732610317.3968673,7987,0.07999999821186066
1732610381.9448426,8123,0.07000000029802322
1732610462.9498763,8292,0.07999999821186066
1732610586.3149397,8549,0.10999999940395355
1732610589.105638,8555,0.10999999940395355
1732610619.40375,8619,0.12999999523162842
1732610638.0090184,8660,0.10999999940395355
1732610654.7287517,8695,0.10000000149011612
1732610670.3466506,8725,0.10999999940395355
1732610684.9560132,8753,0.09000000357627869
1732610696.8226907,8777,0.07999999821186066
1732610697.88753,8779,0.07999999821186066
1732610742.706812,8878,0.14000000059604645
1732610852.3131611,9059,0.07000000029802322
1732610896.4167182,9153,0.07000000029802322
1732610941.8353455,9253,0.11999999731779099
1732610958.8493562,9292,0.11999999731779099
1732610976.0507598,9328,0.10000000149011612
1732610992.8331113,9360,0.10999999940395355
1732611078.5104437,9548,0.12999999523162842
1732611149.7439334,9713,0.1599999964237213
1732611168.6077123,9754,0.12999999523162842
1732611207.4949753,9838,0.09000000357627869
1732611221.3591833,9868,0.10000000149011612
1732611234.3939018,9895,0.07000000029802322
1732611245.4336314,9918,0.05000000074505806
1732611259.568196,9950,0.05999999865889549
1732611271.7011762,9974,0.05999999865889549
1732611306.880533,9980,0.07000000029802322
1732611345.7940784,10064,0.10000000149011612
1732611358.276621,10091,0.09000000357627869
1732611372.4471867,10122,0.14000000059604645
1732611405.561401,10192,0.10000000149011612
1732611473.4071848,10343,0.09000000357627869
1732611519.491138,10446,0.10000000149011612
1732611524.8866239,10459,0.10000000149011612
1732611551.85522,10519,0.09000000357627869
1732611608.7780945,10644,0.10999999940395355
1732611609.7094033,10646,0.10999999940395355
1732611637.4048314,10708,0.10999999940395355
1732611817.5089502,11024,0.09000000357627869
1732611864.9081736,11119,0.11999999731779099
1732611911.8706188,11219,0.12999999523162842
1732611965.0469887,11332,0.11999999731779099
1732611994.6855047,11395,0.11999999731779099
1732612189.7423205,11820,0.17000000178813934
1732612212.305428,11868,0.20999999344348907
1732612334.4793296,12028,0.15000000596046448
1732612356.8321257,12077,0.1599999964237213
1732612474.5301564,12317,0.27000001072883606
1732612492.7967694,12355,0.20000000298023224
1732612515.4996881,12399,0.1599999964237213
1732612516.5308995,12401,0.1599999964237213
1732612555.263451,12477,0.17000000178813934
1732612669.3643034,12709,0.18000000715255737
1732612766.552832,12902,0.2199999988079071
1732612768.4761426,12906,0.2199999988079071
1732612788.1998901,12945,0.23000000417232513
1732612998.5898085,13305,0.20000000298023224
1732613039.0358796,13389,0.17000000178813934
1732613103.282241,13523,0.25999999046325684
1732613117.3667724,13551,0.25
1732613153.5635226,13624,0.3100000023841858
1732613164.0508235,13643,0.3100000023841858
1732613166.6911855,13648,0.3199999928474426
1732613237.4059503,13803,0.23000000417232513
1732613260.1689074,13850,0.23000000417232513
1732613352.7651274,13972,0.23999999463558197
1732613357.714206,13981,0.27000001072883606
1732613388.35284,14047,0.33000001311302185
1732613458.2302854,14189,0.3499999940395355
1732613466.666203,14207,0.3199999928474426
1732613496.8686304,14266,0.25999999046325684
1732613542.8283896,14362,0.36000001430511475
1732613677.5653841,14646,0.3700000047683716
1732613723.5674317,14746,0.4099999964237213
1732613774.383715,14852,0.3799999952316284
1732613780.391033,14865,0.3700000047683716
1732613926.6416514,15020,0.30000001192092896
1732613947.8031034,15066,0.27000001072883606
1732613950.4372923,15071,0.25
1732613974.3106616,15125,0.2199999988079071
1732614001.3759782,15186,0.2800000011920929
1732614083.7499294,15372,0.3199999928474426
1732614197.1501396,15611,0.28999999165534973
1732614209.2731404,15639,0.2800000011920929
1732614553.102067,16242,0.46000000834465027
1732614622.5306873,16393,0.5400000214576721
1732614837.7787573,16835,0.41999998688697815
1732614856.7511973,16867,0.38999998569488525
1732614865.903463,16884,0.4099999964237213
1732614877.4953282,16908,0.3700000047683716
1732614894.6799216,16948,0.46000000834465027
1732615004.6608508,17121,0.41999998688697815
1732615008.1574025,17128,0.4000000059604645
1732615142.6163101,17395,0.3700000047683716
1732615232.1556506,17564,0.5
1732615265.9830344,17633,0.46000000834465027
1732615316.154896,17732,0.3400000035762787
1732615492.6842344,18006,0.3799999952316284
1732615548.9762642,18122,0.46000000834465027
1732615552.8253474,18130,0.46000000834465027
1732615554.4961114,18134,0.44999998807907104
1732615556.1124055,18138,0.44999998807907104
1732615679.122991,18406,0.41999998688697815
1732615712.5300543,18482,0.5299999713897705
1732615839.1427398,18760,0.41999998688697815
1732615841.793331,18766,0.41999998688697815
1732615855.1040487,18796,0.41999998688697815
1732615903.2393956,18905,0.38999998569488525
1732616029.4078484,19110,0.5199999809265137
1732616031.07603,19114,0.5299999713897705
1732616072.712201,19210,0.5699999928474426
1732616121.0630946,19320,0.550000011920929
1732616148.2143857,19378,0.44999998807907104
1732616205.1246338,19502,0.38999998569488525
1732616226.3108835,19547,0.3199999928474426
1732616259.343993,19618,0.5299999713897705
1732616365.5788074,19842,0.36000001430511475
1732616404.6321607,19923,0.550000011920929
1732616470.12372,20000,0.38999998569488525
1732616697.6845267,20494,0.46000000834465027
1732616735.1754441,20579,0.46000000834465027
1732616753.2433915,20619,0.4300000071525574
1732616766.2215686,20647,0.3499999940395355
1732616814.961821,20761,0.36000001430511475
1732616850.3521929,20842,0.4099999964237213
1732616946.468714,20969,0.49000000953674316
1732616952.3054416,20980,0.4300000071525574
1732616977.4904609,21037,0.44999998807907104
1732616983.8477008,21053,0.4699999988079071
1732617017.7469006,21130,0.550000011920929
1732617076.1322281,21268,0.5899999737739563
1732617096.8092601,21312,0.5699999928474426
1732617253.978131,21677,0.4699999988079071
1732617454.074095,22064,0.6100000143051147
1732617497.66022,22163,0.5899999737739563
1732617560.4974706,22308,0.4699999988079071
1732617733.5896227,22703,0.6399999856948853
1732617921.1861193,23072,0.5799999833106995
1732617936.2975607,23107,0.550000011920929
1732618063.6533456,23407,0.5799999833106995
1732618064.0083597,23408,0.5699999928474426
1732618106.3624425,23501,0.4099999964237213
1732618142.022266,23590,0.5699999928474426
1732618518.4752123,24379,0.6299999952316284
1732618559.377546,24470,0.6200000047683716
1732618561.1075382,24474,0.6299999952316284
1732618664.9837065,24705,0.6700000166893005
1732618671.295598,24719,0.6399999856948853
1732618688.496807,24759,0.6100000143051147
1732618717.1683178,24829,0.6499999761581421
1732618723.6853995,24844,0.6399999856948853
1732618765.1855178,24939,0.5199999809265137
1732618836.2293177,24992,0.6399999856948853
1732618862.5990677,25054,0.5699999928474426
1732618889.2503896,25113,0.49000000953674316
1732618948.0457342,25250,0.5
1732619037.6860025,25445,0.5400000214576721
1732619124.602192,25650,0.6100000143051147
1732619148.158654,25704,0.5400000214576721
1732619154.0923383,25716,0.5
1732619242.3694987,25918,0.5899999737739563
1732619247.3486648,25930,0.6000000238418579
1732619451.1785789,26264,0.5299999713897705
1732619468.8059144,26304,0.5
1732619500.0846715,26378,0.5699999928474426
1732619518.4982908,26422,0.5899999737739563
1732619613.8029494,26647,0.6399999856948853
1732619635.4072921,26694,0.5799999833106995
1732619687.9118056,26817,0.5299999713897705
1732619836.403566,27015,0.5799999833106995
1732619842.749002,27030,0.5699999928474426
1732619878.4857433,27105,0.5
1732619970.044943,27309,0.5600000023841858
1732620038.5701573,27455,0.6000000238418579
1732620069.906055,27522,0.5799999833106995
1732620116.5016599,27627,0.5899999737739563
1732620190.1444223,27793,0.6600000262260437
1732620211.1947303,27834,0.6100000143051147
1732620241.2656024,27895,0.550000011920929
1732620329.2859044,28007,0.6299999952316284
1732620347.3171067,28046,0.6299999952316284
1732620372.8946133,28103,0.6499999761581421
1732620690.562332,28795,0.6100000143051147
1732620821.1980312,28973,0.47999998927116394
1732620826.475929,28985,0.49000000953674316
1732620945.3329754,29260,0.699999988079071
1732620967.804584,29311,0.7099999785423279
1732621048.5133297,29491,0.6200000047683716
1732621080.0880306,29566,0.5299999713897705
1732621104.4181566,29621,0.5099999904632568
1732621111.6743543,29637,0.5600000023841858
1732621131.106126,29678,0.5600000023841858
1732621174.6260867,29785,0.6800000071525574
1732621196.119893,29832,0.6100000143051147
1732621203.888544,29849,0.6000000238418579
1732621215.2588165,29875,0.6200000047683716
1732621331.7273414,29975,0.5199999809265137
1732621368.869776,30056,0.550000011920929
1732621373.2577307,30068,0.550000011920929
1732621378.4486792,30081,0.6100000143051147
1732621468.4363945,30301,0.7099999785423279
1732621482.257725,30334,0.699999988079071
1732621638.629816,30704,0.7900000214576721
1732621719.619235,30893,0.7599999904632568
1732621731.4762688,30920,0.75
1732621775.08358,30960,0.7400000095367432
1732621778.4636447,30968,0.7400000095367432
1732621794.2632973,31007,0.6800000071525574
1732621898.960277,31245,0.550000011920929
1732621960.44425,31377,0.6700000166893005
1732621976.195291,31411,0.6700000166893005
1732622063.7637453,31608,0.7099999785423279
1732622087.4761167,31661,0.7099999785423279
1732622197.8849144,31903,0.7599999904632568
1732622204.8617373,31919,0.75
1732622272.2134557,31954,0.7400000095367432
1732622283.133888,31977,0.7400000095367432
1732622299.8744977,32015,0.7599999904632568
1732622523.5863445,32508,0.5099999904632568
1732622651.8642118,32812,0.8199999928474426
1732622657.773557,32825,0.7900000214576721
1732622658.152176,32826,0.800000011920929
1732622689.9163973,32903,0.7699999809265137
1732622767.0289261,33013,0.6399999856948853
1732622882.6811163,33280,0.6700000166893005
1732622938.9168398,33409,0.7099999785423279
1732623067.327237,33702,0.5799999833106995
1732623117.7499564,33804,0.5299999713897705
1732623144.8950434,33865,0.550000011920929
1732623154.5274625,33887,0.5600000023841858
1732623437.1553295,34465,0.6499999761581421
1732623682.981904,34950,0.5699999928474426
1732623683.6751354,34952,0.5799999833106995
1732623690.734365,34968,0.5799999833106995
1732623769.2574115,35141,0.6600000262260437
1732623802.3137972,35218,0.7599999904632568
1732623875.8758519,35378,0.6299999952316284
1732623915.1700222,35465,0.6100000143051147
1732623920.5003588,35478,0.6299999952316284
1732623954.6500409,35552,0.6499999761581421
1732623965.7661211,35580,0.6899999976158142
1732624020.7753172,35705,0.6899999976158142
1732624109.341595,35914,0.75
1732624156.623919,35949,0.7200000286102295
1732624418.242752,36502,0.6899999976158142
1732624466.6309187,36613,0.6299999952316284
1732624503.1008205,36695,0.6600000262260437
1732624586.4892685,36889,0.6600000262260437
1732624587.8446932,36892,0.6399999856948853
1732624593.1098619,36904,0.6499999761581421
1732624657.6689222,36997,0.7200000286102295
1732624687.8753586,37066,0.7200000286102295
1732624693.3612087,37080,0.7200000286102295
1732624711.099874,37117,0.699999988079071
1732624744.0637143,37183,0.6700000166893005
1732624884.998668,37499,0.6600000262260437
1732624966.525682,37675,0.5600000023841858
1732625002.6219978,37750,0.5600000023841858
1732625113.9086623,37938,0.7200000286102295
1732625328.551494,38387,0.5699999928474426
1732625328.9827192,38388,0.5600000023841858
1732625339.2770822,38409,0.550000011920929
1732625374.5538993,38488,0.5899999737739563
1732625527.9018562,38806,0.6100000143051147
1732625543.4193766,38840,0.6100000143051147
1732625562.7111814,38881,0.6600000262260437
1732625572.2076702,38899,0.6800000071525574
1732625682.4470592,39026,0.6700000166893005
1732625782.7198172,39239,0.6600000262260437
1732625939.1197937,39589,0.6600000262260437
1732625993.8020067,39713,0.7300000190734863
1732626225.1083045,40031,0.7400000095367432
1732626261.1384442,40111,0.7300000190734863
1732626289.3268404,40175,0.6899999976158142
1732626316.3475828,40237,0.7200000286102295
1732626321.4637535,40250,0.7599999904632568
1732626357.058932,40327,0.6499999761581421
1732626359.7500887,40333,0.6399999856948853
1732626397.5562654,40417,0.6600000262260437
1732626460.0272584,40541,0.6399999856948853
1732626496.6222422,40618,0.6899999976158142
1732626583.408546,40794,0.7400000095367432
1732626587.5460792,40802,0.7400000095367432
1732626609.243562,40850,0.7799999713897705
